prefecture-level city,Prefecture level city code,year,province,Local general public budget expenditures_Ten thousand yuan_Citywide,Education expenditure_Ten thousand yuan_Citywide,education level spending
Dezhou City,371400,2015,Shandong Province,3378202,609782,0.1805049
Dezhou City,371400,2016,Shandong Province,3309202,651703,0.1969366
Dezhou City,371400,2017,Shandong Province,3605225,684171,0.18977207
Dezhou City,371400,2018,Shandong Province,4141460,729861,0.17623278
Dezhou City,371400,2019,Shandong Province,4373599,790198,0.18067454
Dezhou City,371400,2020,Shandong Province,4812001,826097,0.17167432
Dezhou City,371400,2021,Shandong Province,4933640,901688,0.18276323
Liaocheng City,371500,2003,Shandong Province,332688,69848,0.20995046
Liaocheng City,371500,2004,Shandong Province,405597,81178,0.20014448
Liaocheng City,371500,2005,Shandong Province,478742,91045,0.1901755
Liaocheng City,371500,2006,Shandong Province,599786,103399,0.17239315
Liaocheng City,371500,2007,Shandong Province,750385,164740,0.21954064
Liaocheng City,371500,2008,Shandong Province,912011,202949,0.22252911
Liaocheng City,371500,2009,Shandong Province,1072570,238664,0.22251601
Liaocheng City,371500,2010,Shandong Province,1445957,300718,0.20797161
Liaocheng City,371500,2011,Shandong Province,1734697,416360,0.24001886
Liaocheng City,371500,2012,Shandong Province,2169992,549248,0.25311061
Liaocheng City,371500,2013,Shandong Province,2582490,532831,0.20632452
Liaocheng City,371500,2014,Shandong Province,2859605,519899,0.18180798
Liaocheng City,371500,2015,Shandong Province,3468357,623317,0.17971535
Liaocheng City,371500,2016,Shandong Province,3549120,683139,0.19248123
Liaocheng City,371500,2017,Shandong Province,3806005,786793,0.20672411
Liaocheng City,371500,2018,Shandong Province,4092080,794205,0.19408345
Liaocheng City,371500,2019,Shandong Province,4270773,855548,0.20032626
Liaocheng City,371500,2020,Shandong Province,4659894,963666,0.20679998
Liaocheng City,371500,2021,Shandong Province,4879894,1044708,0.21408416
Binzhou City,371600,2003,Shandong Province,277587,57144,0.20585978
Binzhou City,371600,2004,Shandong Province,368746,65728,0.17824736
Binzhou City,371600,2005,Shandong Province,484243,77413,0.15986395
Binzhou City,371600,2006,Shandong Province,646732,100284,0.15506268
Binzhou City,371600,2007,Shandong Province,849383,161519,0.19016039
Binzhou City,371600,2008,Shandong Province,1010792,214451,0.21216135
Binzhou City,371600,2009,Shandong Province,1248044,242018,0.19391784
Binzhou City,371600,2010,Shandong Province,1618432,308079,0.19035647
Binzhou City,371600,2011,Shandong Province,2011716,438849,0.2181466
Binzhou City,371600,2012,Shandong Province,2265906,513378,0.22656633
Binzhou City,371600,2013,Shandong Province,2517062,515652,0.20486265
Binzhou City,371600,2014,Shandong Province,2697848,519503,0.192562
Binzhou City,371600,2015,Shandong Province,3093104,581816,0.18810101
Binzhou City,371600,2016,Shandong Province,3205406,617857,0.19275468
Binzhou City,371600,2017,Shandong Province,3302785,604237,0.18294772
Binzhou City,371600,2018,Shandong Province,3453216,604230,0.17497602
Binzhou City,371600,2019,Shandong Province,3785451,616861,0.16295575
Binzhou City,371600,2020,Shandong Province,4475063,681808,0.15235718
Binzhou City,371600,2021,Shandong Province,4781796,755793,0.1580563
Heze City,371700,2003,Shandong Province,328670,74133,0.22555451
Heze City,371700,2004,Shandong Province,402292,86874,0.21594762
Heze City,371700,2005,Shandong Province,504347,101688,0.20162309
Heze City,371700,2006,Shandong Province,692541,125664,0.18145352
Heze City,371700,2007,Shandong Province,955282,223304,0.23375715
Heze City,371700,2008,Shandong Province,1155159,268254,0.23222258
Heze City,371700,2009,Shandong Province,1411712,296870,0.21029077
Heze City,371700,2010,Shandong Province,1869663,374454,0.20027887
Heze City,371700,2011,Shandong Province,2315540,549685,0.23738955
Heze City,371700,2012,Shandong Province,2814870,721354,0.25626548
Heze City,371700,2013,Shandong Province,3202391,691512,0.21593616
Heze City,371700,2014,Shandong Province,3434842,670331,0.19515628
Heze City,371700,2015,Shandong Province,4004399,806069,0.20129587
Heze City,371700,2016,Shandong Province,4284032,923903,0.21566202
Heze City,371700,2017,Shandong Province,5102594,1003390,0.19664312
Heze City,371700,2018,Shandong Province,5518422,1046140,0.18957231
Heze City,371700,2019,Shandong Province,6190017,1151378,0.18600563
Heze City,371700,2020,Shandong Province,6307591,1272574,0.20175278
Heze City,371700,2021,Shandong Province,6331229,1276354,0.20159656
Zhengzhou City,410100,2003,Henan Province,841874,112464,0.13358769
Zhengzhou City,410100,2004,Henan Province,1083048,133980,0.12370643
Zhengzhou City,410100,2005,Henan Province,1366157,182696,0.13372987
Zhengzhou City,410100,2006,Henan Province,1876587,243252,0.12962469
Zhengzhou City,410100,2007,Henan Province,2406758,424217,0.17626076
Zhengzhou City,410100,2008,Henan Province,2895018,517593,0.17878749
Zhengzhou City,410100,2009,Henan Province,3530483,619427,0.17545106
Zhengzhou City,410100,2010,Henan Province,4267968,673169,0.15772588
Zhengzhou City,410100,2011,Henan Province,5665806,919539,0.16229624
Zhengzhou City,410100,2012,Henan Province,7006980,1240176,0.17699151
Zhengzhou City,410100,2013,Henan Province,8161571,1330655,0.16303908
Zhengzhou City,410100,2014,Henan Province,9185111,1244086,0.13544594
Zhengzhou City,410100,2015,Henan Province,11060158,1476043,0.13345587
Zhengzhou City,410100,2016,Henan Province,13215255,1555258,0.11768657
Zhengzhou City,410100,2017,Henan Province,15149533,1759635,0.11615111
Zhengzhou City,410100,2018,Henan Province,17633376,2129214,0.12074908
Zhengzhou City,410100,2019,Henan Province,19106727,2470587,0.12930456
Zhengzhou City,410100,2020,Henan Province,17201800,2406821,0.13991681
Zhengzhou City,410100,2021,Henan Province,16244403,2462848,0.1516121
kaifeng city,410200,2003,Henan Province,256420,43478,0.16955776
kaifeng city,410200,2004,Henan Province,302786,53926,0.17809938
kaifeng city,410200,2005,Henan Province,390689,61204,0.15665657
kaifeng city,410200,2006,Henan Province,497719,75026,0.15073967
kaifeng city,410200,2007,Henan Province,600687,114789,0.19109619
kaifeng city,410200,2008,Henan Province,744744,143759,0.19303143
kaifeng city,410200,2009,Henan Province,972264,176032,0.18105371
kaifeng city,410200,2010,Henan Province,1164696,197102,0.16923043
kaifeng city,410200,2011,Henan Province,1449851,280696,0.19360334
kaifeng city,410200,2012,Henan Province,1716852,335392,0.19535289
kaifeng city,410200,2013,Henan Province,1970201,386959,0.19640585
kaifeng city,410200,2014,Henan Province,2231528,416538,0.18666044
kaifeng city,410200,2015,Henan Province,2643683,469561,0.17761623
kaifeng city,410200,2016,Henan Province,2957759,515701,0.17435531
kaifeng city,410200,2017,Henan Province,3347353,567787,0.16962268
kaifeng city,410200,2018,Henan Province,3684323,600414,0.16296454
kaifeng city,410200,2019,Henan Province,4246028,671497,0.1581471
kaifeng city,410200,2020,Henan Province,4307892,680558,0.15797936
kaifeng city,410200,2021,Henan Province,4294686,696527,0.16218345
Luoyang City,410300,2003,Henan Province,503801,80852,0.160484
Luoyang City,410300,2004,Henan Province,628233,96338,0.15334756
Luoyang City,410300,2005,Henan Province,888674,108489,0.12207964
Luoyang City,410300,2006,Henan Province,1123243,135416,0.12055806
Luoyang City,410300,2007,Henan Province,1463519,278412,0.19023463
Luoyang City,410300,2008,Henan Province,1704086,323869,0.19005438
Luoyang City,410300,2009,Henan Province,2046260,405009,0.19792646
Luoyang City,410300,2010,Henan Province,2307993,444986,0.19280214
Luoyang City,410300,2011,Henan Province,2969001,633278,0.21329666
Luoyang City,410300,2012,Henan Province,3451128,791906,0.22946295
Luoyang City,410300,2013,Henan Province,3733705,749178,0.2006527
Luoyang City,410300,2014,Henan Province,4129882,795392,0.19259436
Luoyang City,410300,2015,Henan Province,4777578,857003,0.17938022
Luoyang City,410300,2016,Henan Province,5169122,944713,0.18276082
Luoyang City,410300,2017,Henan Province,5493532,986725,0.17961577
Luoyang City,410300,2018,Henan Province,5974673,1086694,0.18188343
Luoyang City,410300,2019,Henan Province,6475723,1128514,0.17426842
Luoyang City,410300,2020,Henan Province,6890326,1203720,0.1746971
Luoyang City,410300,2021,Henan Province,6417120,1087832,0.16952028
Pingdingshan City,410400,2003,Henan Province,275208,51990,0.18891166
Pingdingshan City,410400,2004,Henan Province,353663,64998,0.18378513
Pingdingshan City,410400,2005,Henan Province,485415,74868,0.15423504
Pingdingshan City,410400,2006,Henan Province,681120,87915,0.12907417
Pingdingshan City,410400,2007,Henan Province,848493,155792,0.18361024
Pingdingshan City,410400,2008,Henan Province,1026529,188541,0.18366846
Pingdingshan City,410400,2009,Henan Province,1314721,223927,0.17032283
Pingdingshan City,410400,2010,Henan Province,1485902,246863,0.1661368
Pingdingshan City,410400,2011,Henan Province,1751729,339655,0.193897
Pingdingshan City,410400,2012,Henan Province,2096506,456050,0.21752859
Pingdingshan City,410400,2013,Henan Province,2265588,455060,0.20085735
Pingdingshan City,410400,2014,Henan Province,2415349,476693,0.19735988
Pingdingshan City,410400,2015,Henan Province,2594179,494027,0.19043674
Pingdingshan City,410400,2016,Henan Province,2756609,505125,0.18324144
Pingdingshan City,410400,2017,Henan Province,3175857,607902,0.19141353
Pingdingshan City,410400,2018,Henan Province,3625534,699613,0.19296826
Pingdingshan City,410400,2019,Henan Province,4047227,774072,0.19125984
Pingdingshan City,410400,2020,Henan Province,4080272,807146,0.19781671
Pingdingshan City,410400,2021,Henan Province,3363252,604656,0.17978314
Anyang City,410500,2003,Henan Province,340066,74134,0.21799886
Anyang City,410500,2004,Henan Province,422291,84176,0.19933174
Anyang City,410500,2005,Henan Province,528065,99735,0.18886879
Anyang City,410500,2006,Henan Province,635635,126918,0.19967119
Anyang City,410500,2007,Henan Province,803677,198475,0.24695867
Anyang City,410500,2008,Henan Province,951788,232154,0.24391356
Anyang City,410500,2009,Henan Province,1217311,278310,0.22862687
Anyang City,410500,2010,Henan Province,1406537,318105,0.22616184
Anyang City,410500,2011,Henan Province,1745443,421399,0.24142811
Anyang City,410500,2012,Henan Province,2048109,461081,0.22512523
Anyang City,410500,2013,Henan Province,2167807,497704,0.2295887
Anyang City,410500,2014,Henan Province,2342817,530467,0.22642272
Anyang City,410500,2015,Henan Province,2735650,557649,0.20384516
Anyang City,410500,2016,Henan Province,2917332,630525,0.2161307
Anyang City,410500,2017,Henan Province,3165990,695155,0.21956955
Anyang City,410500,2018,Henan Province,3612316,773766,0.21420219
Anyang City,410500,2019,Henan Province,4045206,810543,0.20037125
Anyang City,410500,2020,Henan Province,4311174,839927,0.19482559
Anyang City,410500,2021,Henan Province,3742833,768370,0.20529102
Hebi City,410600,2003,Henan Province,102200,19385,0.1896771
Hebi City,410600,2004,Henan Province,125752,21715,0.17268115
Hebi City,410600,2005,Henan Province,182499,26298,0.14409942
Hebi City,410600,2006,Henan Province,206920,33211,0.16050164
Hebi City,410600,2007,Henan Province,275606,50469,0.18312011
Hebi City,410600,2008,Henan Province,324234,61073,0.18836088
Hebi City,410600,2009,Henan Province,463360,76979,0.16613217
Hebi City,410600,2010,Henan Province,591289,94143,0.15921656
Hebi City,410600,2011,Henan Province,742467,145051,0.19536356
Hebi City,410600,2012,Henan Province,834956,166482,0.19939015
Hebi City,410600,2013,Henan Province,869198,197388,0.2270921
Hebi City,410600,2014,Henan Province,940582,202858,0.21567285
Hebi City,410600,2015,Henan Province,1149368,181553,0.15795898
Hebi City,410600,2016,Henan Province,1157997,183212,0.15821457
Hebi City,410600,2017,Henan Province,1224053,195880,0.16002575
Hebi City,410600,2018,Henan Province,1305781,221373,0.16953302
Hebi City,410600,2019,Henan Province,1444942,239313,0.16562118
Hebi City,410600,2020,Henan Province,1561410,257163,0.16469921
Hebi City,410600,2021,Henan Province,1702550,255777,0.15023171
Xinxiang City,410700,2003,Henan Province,353777,72211,0.20411446
Xinxiang City,410700,2004,Henan Province,408379,81499,0.19956707
Xinxiang City,410700,2005,Henan Province,510842,97051,0.18998242
Xinxiang City,410700,2006,Henan Province,659184,110052,0.16695187
Xinxiang City,410700,2007,Henan Province,842296,182602,0.21679077
Xinxiang City,410700,2008,Henan Province,992281,214065,0.21573022
Xinxiang City,410700,2009,Henan Province,1315836,274500,0.20861262
Xinxiang City,410700,2010,Henan Province,1581959,307486,0.1943704
Xinxiang City,410700,2011,Henan Province,2013212,457210,0.22710475
Xinxiang City,410700,2012,Henan Province,2415023,529562,0.21927824
Xinxiang City,410700,2013,Henan Province,2677605,604148,0.22562999
Xinxiang City,410700,2014,Henan Province,2795059,625636,0.22383642
Xinxiang City,410700,2015,Henan Province,3109500,656518,0.21113298
Xinxiang City,410700,2016,Henan Province,3257109,664379,0.20397813
Xinxiang City,410700,2017,Henan Province,3682581,696476,0.18912714
Xinxiang City,410700,2018,Henan Province,4038681,794769,0.19678925
Xinxiang City,410700,2019,Henan Province,4647038,873974,0.1880712
Xinxiang City,410700,2020,Henan Province,4731231,903300,0.19092283
Xinxiang City,410700,2021,Henan Province,4403057,840425,0.19087307
Jiaozuo City,410800,2003,Henan Province,272662,42353,0.15533151
Jiaozuo City,410800,2004,Henan Province,345562,49265,0.14256487
Jiaozuo City,410800,2005,Henan Province,457531,56470,0.12342333
Jiaozuo City,410800,2006,Henan Province,577791,74716,0.12931319
Jiaozuo City,410800,2007,Henan Province,750338,128792,0.17164531
Jiaozuo City,410800,2008,Henan Province,812468,147315,0.18131791
Jiaozuo City,410800,2009,Henan Province,1035039,170359,0.16459187
Jiaozuo City,410800,2010,Henan Province,1215497,196136,0.1613628
Jiaozuo City,410800,2011,Henan Province,1447983,249095,0.17202895
Jiaozuo City,410800,2012,Henan Province,1659704,331297,0.1996121
Jiaozuo City,410800,2013,Henan Province,1831407,380401,0.2077097
Jiaozuo City,410800,2014,Henan Province,1924798,362530,0.18834704
Jiaozuo City,410800,2015,Henan Province,2163159,360572,0.1666877
Jiaozuo City,410800,2016,Henan Province,2178204,347903,0.15972012
Jiaozuo City,410800,2017,Henan Province,2395444,411955,0.17197438
Jiaozuo City,410800,2018,Henan Province,2689631,433019,0.16099569
Jiaozuo City,410800,2019,Henan Province,2976022,449012,0.15087657
Jiaozuo City,410800,2020,Henan Province,3212287,490273,0.15262428
Jiaozuo City,410800,2021,Henan Province,2708288,444423,0.16409739
Puyang City,410900,2003,Henan Province,224841,44576,0.19825566
Puyang City,410900,2004,Henan Province,254598,50298,0.1975585
Puyang City,410900,2005,Henan Province,348204,75079,0.21561786
Puyang City,410900,2006,Henan Province,424378,93764,0.22094454
Puyang City,410900,2007,Henan Province,544546,135583,0.24898356
Puyang City,410900,2008,Henan Province,638720,160463,0.25122589
Puyang City,410900,2009,Henan Province,815487,190619,0.23374867
Puyang City,410900,2010,Henan Province,900995,211530,0.23477378
Puyang City,410900,2011,Henan Province,1184513,285029,0.24062969
Puyang City,410900,2012,Henan Province,1506609,353586,0.23468996
Puyang City,410900,2013,Henan Province,1738659,406085,0.23356219
Puyang City,410900,2014,Henan Province,1819485,415022,0.22809861
Puyang City,410900,2015,Henan Province,2186590,450357,0.20596317
Puyang City,410900,2016,Henan Province,2216231,445609,0.20106613
Puyang City,410900,2017,Henan Province,2601798,541287,0.20804344
Puyang City,410900,2018,Henan Province,3100622,609463,0.19656153
Puyang City,410900,2019,Henan Province,3499458,681788,0.19482674
Puyang City,410900,2020,Henan Province,3565215,718142,0.20143021
Puyang City,410900,2021,Henan Province,2898407,565443,0.19508751
Xuchang City,411000,2003,Henan Province,232494,45953,0.19765241
Xuchang City,411000,2004,Henan Province,296527,57459,0.19377325
Xuchang City,411000,2005,Henan Province,366591,70024,0.19101396
Xuchang City,411000,2006,Henan Province,476951,88878,0.18634619
Xuchang City,411000,2007,Henan Province,636764,132412,0.20794517
Xuchang City,411000,2008,Henan Province,766008,160601,0.20965969
Xuchang City,411000,2009,Henan Province,1002894,203594,0.2030065
Xuchang City,411000,2010,Henan Province,1172338,238577,0.2035053
Xuchang City,411000,2011,Henan Province,1503050,343329,0.22842154
Xuchang City,411000,2012,Henan Province,1783912,419105,0.23493592
Xuchang City,411000,2013,Henan Province,2025610,476722,0.23534738
